3 qid:4 1:2.7947865 2:2.1385233 3:0.0 4:3.2143486 5:0.0 6:2.9302862 7:3.156694 8:0.0 9:0.061320987 10:0.8 11:0.0003264773 12:0.125 13:0.06818182 14:0.09345794 15:0.0 16:13.973931 # 185645
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.061341528 10:0.0 11:0.0 12:0.15625 13:0.13636364 14:0.037383176 15:0.0 16:13.973931 # 185832
5 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.7588687 8:0.0 9:0.0613518 10:1.0 11:0.009141365 12:0.3125 13:0.1590909 14:0.056074765 15:0.006342495 16:13.973931 # 186347
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.5085566 5:0.0 6:3.947754 7:0.0 8:0.0 9:0.061485693 10:0.0 11:0.0 12:0.0625 13:0.20454547 14:0.11214953 15:0.0 16:13.973931 # 188080
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:2.2634785 7:0.0 8:0.0 9:0.06153734 10:0.6 11:0.0003264773 12:0.25 13:0.27272728 14:0.10280374 15:0.0 16:13.973931 # 188595
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.06159944 10:0.0 11:0.0 12:0.21875 13:0.1590909 14:0.056074765 15:0.0 16:13.973931 # 189688
1 qid:4 1:2.7947865 2:2.0245237 3:0.0 4:0.0 5:0.0 6:3.1842892 7:0.0 8:0.0 9:0.06175523 10:0.0 11:0.0 12:0.125 13:0.22727273 14:0.084112145 15:0.0 16:13.973931 # 191858
2 qid:4 1:2.7947865 2:0.0 3:0.0 4:1.9095654 5:0.0 6:2.7085116 7:0.0 8:0.0 9:0.06192228 10:1.0 11:0.0013059092 12:0.0625 13:0.22727273 14:0.037383176 15:0.0021141649 16:13.973931 # 194626
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:2.6435416 7:0.0 8:0.0 9:0.048384383 10:0.0 11:0.0 12:0.0625 13:0.18181819 14:0.06542056 15:0.0 16:13.973931 # 26633
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.04839078 10:1.0 11:0.0009794319 12:0.09375 13:0.36363637 14:0.07476635 15:0.0 16:13.973931 # 26853
3 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.2028704 8:0.0 9:0.04840997 10:0.9 11:0.0048971595 12:0.15625 13:0.22727273 14:0.037383176 15:0.0021141649 16:13.973931 # 27034
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:2.1956792 8:0.0 9:0.04848045 10:0.9 11:0.008161933 12:0.1875 13:0.11363637 14:0.028037382 15:0.0021141649 16:13.973931 # 28309
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:3.0901453 5:0.0 6:4.141638 7:2.6321087 8:0.0 9:0.04888812 10:1.0 11:0.0006529546 12:0.34375 13:0.06818182 14:0.028037382 15:0.0 16:13.973931 # 34134
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:3.2261372 8:0.0 9:0.048940383 10:0.6 11:0.0009794319 12:0.28125 13:0.1590909 14:0.11214953 15:0.0 16:13.973931 # 34696
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:3.061771 8:0.0 9:0.048035383 10:1.0 11:0.0003264773 12:0.25 13:0.1590909 14:0.028037382 15:0.0 16:13.973931 # 21430
3 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:2.466078 7:1.8053823 8:0.0 9:0.04814272 10:1.0 11:0.0032647732 12:0.125 13:0.3181818 14:0.07476635 15:0.0 16:13.973931 # 23161
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:1.9531076 8:0.0 9:0.04816171 10:0.8 11:0.0045706825 12:0.28125 13:0.20454547 14:0.06542056 15:0.0021141649 16:13.973931 # 23207
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.048193395 10:1.0 11:0.0013059092 12:0.15625 13:0.18181819 14:0.09345794 15:0.0021141649 16:13.973931 # 23926
